Match ID,Date,Venue,Bat First,Bat Second,Innings,Over,Ball,Batter,Non Striker,Bowler,Batter Runs,Extra Runs,Runs From Ball,Ball Rebowled,Extra Type ,Wicket,Method,Player Out,Innings Runs,Innings Wickets,Target Score,Runs to Get,Balls Remaining,Winner,Chased Successfully,Total Batter Runs,Total Non Striker Runs,Batter Balls Faced,Non Striker Balls Faced,Player Out Runs,Player Out Balls Faced,Bowler Runs Conceded,Valid Ball,match_no,fielder
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,1,1,V Kohli,F du Plessis,DL Chahar,0,1,1,,['wides'],0,,,1,0,174,0,119,CSK,0,0,0,0,0,,,1,0,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,1,1,V Kohli,F du Plessis,DL Chahar,1,0,1,,[],0,,,2,0,174,0,119,CSK,0,1,0,1,0,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,1,2,F du Plessis,V Kohli,DL Chahar,0,0,0,,[],0,,,2,0,174,0,118,CSK,0,0,1,1,1,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,1,3,F du Plessis,V Kohli,DL Chahar,0,0,0,,[],0,,,2,0,174,0,117,CSK,0,0,1,2,1,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,1,4,F du Plessis,V Kohli,DL Chahar,0,0,0,,[],0,,,2,0,174,0,116,CSK,0,0,1,3,1,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,1,5,F du Plessis,V Kohli,DL Chahar,4,0,4,,[],0,,,6,0,174,0,115,CSK,0,4,1,4,1,,,4,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,1,6,F du Plessis,V Kohli,DL Chahar,1,0,1,,[],0,,,7,0,174,0,114,CSK,0,5,1,5,1,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,2,1,F du Plessis,V Kohli,TU Deshpande,4,0,4,,[],0,,,11,0,174,0,113,CSK,0,9,1,6,1,,,4,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,2,2,F du Plessis,V Kohli,TU Deshpande,0,0,0,,[],0,,,11,0,174,0,112,CSK,0,9,1,7,1,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,2,3,F du Plessis,V Kohli,TU Deshpande,4,0,4,,[],0,,,15,0,174,0,111,CSK,0,13,1,8,1,,,4,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,2,4,F du Plessis,V Kohli,TU Deshpande,0,0,0,,[],0,,,15,0,174,0,110,CSK,0,13,1,9,1,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,2,5,F du Plessis,V Kohli,TU Deshpande,0,0,0,,[],0,,,15,0,174,0,109,CSK,0,13,1,10,1,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,2,6,F du Plessis,V Kohli,TU Deshpande,1,0,1,,[],0,,,16,0,174,0,108,CSK,0,14,1,11,1,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,3,1,F du Plessis,V Kohli,DL Chahar,4,0,4,,[],0,,,20,0,174,0,107,CSK,0,18,1,12,1,,,4,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,3,2,F du Plessis,V Kohli,DL Chahar,0,1,1,,['wides'],0,,,21,0,174,0,106,CSK,0,18,1,12,0,,,1,0,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,3,2,F du Plessis,V Kohli,DL Chahar,0,0,0,,[],0,,,21,0,174,0,106,CSK,0,18,1,13,1,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,3,3,F du Plessis,V Kohli,DL Chahar,4,0,4,,[],0,,,25,0,174,0,105,CSK,0,22,1,14,1,,,4,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,3,4,F du Plessis,V Kohli,DL Chahar,4,0,4,,[],0,,,29,0,174,0,104,CSK,0,26,1,15,1,,,4,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,3,5,F du Plessis,V Kohli,DL Chahar,0,0,0,,[],0,,,29,0,174,0,103,CSK,0,26,1,16,1,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,3,6,F du Plessis,V Kohli,DL Chahar,4,0,4,,[],0,,,33,0,174,0,102,CSK,0,30,1,17,1,,,4,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,4,1,V Kohli,F du Plessis,M Theekshana,0,0,0,,[],0,,,33,0,174,0,101,CSK,0,1,30,2,17,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,4,2,V Kohli,F du Plessis,M Theekshana,1,0,1,,[],0,,,34,0,174,0,100,CSK,0,2,30,3,17,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,4,3,F du Plessis,V Kohli,M Theekshana,0,0,0,,[],0,,,34,0,174,0,99,CSK,0,30,2,18,3,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,4,4,F du Plessis,V Kohli,M Theekshana,0,1,1,,['byes'],0,,,35,0,174,0,98,CSK,0,30,2,19,3,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,4,5,V Kohli,F du Plessis,M Theekshana,1,0,1,,[],0,,,36,0,174,0,97,CSK,0,3,30,4,19,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,4,6,F du Plessis,V Kohli,M Theekshana,1,0,1,,[],0,,,37,0,174,0,96,CSK,0,31,3,20,4,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,5,1,F du Plessis,V Kohli,Mustafizur Rahman,0,0,0,,[],0,,,37,0,174,0,95,CSK,0,31,3,21,4,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,5,2,F du Plessis,V Kohli,Mustafizur Rahman,4,0,4,,[],0,,,41,0,174,0,94,CSK,0,35,3,22,4,,,4,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,5,3,F du Plessis,V Kohli,Mustafizur Rahman,0,0,0,,[],1,caught,F du Plessis,41,1,174,0,93,CSK,0,35,3,23,4,35,23,0,1,1,R Ravindra
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,5,4,RM Patidar,V Kohli,Mustafizur Rahman,0,0,0,,[],0,,,41,1,174,0,92,CSK,0,0,3,1,4,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,5,5,RM Patidar,V Kohli,Mustafizur Rahman,0,0,0,,[],0,,,41,1,174,0,91,CSK,0,0,3,2,4,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,5,6,RM Patidar,V Kohli,Mustafizur Rahman,0,0,0,,[],1,caught,RM Patidar,41,2,174,0,90,CSK,0,0,3,3,4,0,3,0,1,1,MS Dhoni
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,6,1,V Kohli,GJ Maxwell,DL Chahar,0,0,0,,[],0,,,41,2,174,0,89,CSK,0,3,0,5,0,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,6,2,V Kohli,GJ Maxwell,DL Chahar,1,0,1,,[],0,,,42,2,174,0,88,CSK,0,4,0,6,0,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,6,3,GJ Maxwell,V Kohli,DL Chahar,0,0,0,,[],1,caught,GJ Maxwell,42,3,174,0,87,CSK,0,0,4,1,6,0,1,0,1,1,MS Dhoni
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,6,4,C Green,V Kohli,DL Chahar,0,0,0,,[],0,,,42,3,174,0,86,CSK,0,0,4,1,6,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,6,5,C Green,V Kohli,DL Chahar,0,0,0,,[],0,,,42,3,174,0,85,CSK,0,0,4,2,6,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,6,6,C Green,V Kohli,DL Chahar,0,0,0,,[],0,,,42,3,174,0,84,CSK,0,0,4,3,6,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,7,1,V Kohli,C Green,RA Jadeja,1,0,1,,[],0,,,43,3,174,0,83,CSK,0,5,0,7,3,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,7,2,C Green,V Kohli,RA Jadeja,2,0,2,,[],0,,,45,3,174,0,82,CSK,0,2,5,4,7,,,2,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,7,3,C Green,V Kohli,RA Jadeja,0,0,0,,[],0,,,45,3,174,0,81,CSK,0,2,5,5,7,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,7,4,C Green,V Kohli,RA Jadeja,1,0,1,,[],0,,,46,3,174,0,80,CSK,0,3,5,6,7,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,7,5,V Kohli,C Green,RA Jadeja,1,0,1,,[],0,,,47,3,174,0,79,CSK,0,6,3,8,6,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,7,6,C Green,V Kohli,RA Jadeja,1,0,1,,[],0,,,48,3,174,0,78,CSK,0,4,6,7,8,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,8,1,C Green,V Kohli,M Theekshana,0,0,0,,[],0,,,48,3,174,0,77,CSK,0,4,6,8,8,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,8,2,C Green,V Kohli,M Theekshana,1,0,1,,[],0,,,49,3,174,0,76,CSK,0,5,6,9,8,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,8,3,V Kohli,C Green,M Theekshana,2,0,2,,[],0,,,51,3,174,0,75,CSK,0,8,5,9,9,,,2,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,8,4,V Kohli,C Green,M Theekshana,1,0,1,,[],0,,,52,3,174,0,74,CSK,0,9,5,10,9,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,8,5,C Green,V Kohli,M Theekshana,2,0,2,,[],0,,,54,3,174,0,73,CSK,0,7,9,10,10,,,2,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,8,6,C Green,V Kohli,M Theekshana,1,0,1,,[],0,,,55,3,174,0,72,CSK,0,8,9,11,10,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,9,1,C Green,V Kohli,RA Jadeja,1,0,1,,[],0,,,56,3,174,0,71,CSK,0,9,9,12,10,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,9,2,V Kohli,C Green,RA Jadeja,1,0,1,,[],0,,,57,3,174,0,70,CSK,0,10,9,11,12,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,9,3,C Green,V Kohli,RA Jadeja,0,0,0,,[],0,,,57,3,174,0,69,CSK,0,9,10,13,11,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,9,4,C Green,V Kohli,RA Jadeja,4,0,4,,[],0,,,61,3,174,0,68,CSK,0,13,10,14,11,,,4,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,9,5,C Green,V Kohli,RA Jadeja,1,0,1,,[],0,,,62,3,174,0,67,CSK,0,14,10,15,11,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,9,6,V Kohli,C Green,RA Jadeja,1,0,1,,[],0,,,63,3,174,0,66,CSK,0,11,14,12,15,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,10,1,V Kohli,C Green,M Theekshana,2,0,2,,[],0,,,65,3,174,0,65,CSK,0,13,14,13,15,,,2,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,10,2,V Kohli,C Green,M Theekshana,6,0,6,,[],0,,,71,3,174,0,64,CSK,0,19,14,14,15,,,6,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,10,3,V Kohli,C Green,M Theekshana,1,0,1,,[],0,,,72,3,174,0,63,CSK,0,20,14,15,15,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,10,4,C Green,V Kohli,M Theekshana,1,0,1,,[],0,,,73,3,174,0,62,CSK,0,15,20,16,15,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,10,5,V Kohli,C Green,M Theekshana,1,0,1,,[],0,,,74,3,174,0,61,CSK,0,21,15,16,16,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,10,6,C Green,V Kohli,M Theekshana,1,0,1,,[],0,,,75,3,174,0,60,CSK,0,16,21,17,16,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,11,1,C Green,V Kohli,RA Jadeja,0,0,0,,[],0,,,75,3,174,0,59,CSK,0,16,21,18,16,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,11,2,C Green,V Kohli,RA Jadeja,0,0,0,,[],0,,,75,3,174,0,58,CSK,0,16,21,19,16,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,11,3,C Green,V Kohli,RA Jadeja,1,0,1,,[],0,,,76,3,174,0,57,CSK,0,17,21,20,16,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,11,4,V Kohli,C Green,RA Jadeja,0,0,0,,[],0,,,76,3,174,0,56,CSK,0,21,17,17,20,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,11,5,V Kohli,C Green,RA Jadeja,0,0,0,,[],0,,,76,3,174,0,55,CSK,0,21,17,18,20,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,11,6,V Kohli,C Green,RA Jadeja,0,0,0,,[],0,,,76,3,174,0,54,CSK,0,21,17,19,20,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,12,1,C Green,V Kohli,Mustafizur Rahman,1,0,1,,[],0,,,77,3,174,0,53,CSK,0,18,21,21,19,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,12,2,V Kohli,C Green,Mustafizur Rahman,0,0,0,,[],1,caught,V Kohli,77,4,174,0,52,CSK,0,21,18,20,21,21,20,0,1,1,R Ravindra
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,12,3,Anuj Rawat,C Green,Mustafizur Rahman,1,0,1,,[],0,,,78,4,174,0,51,CSK,0,1,18,1,21,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,12,4,C Green,Anuj Rawat,Mustafizur Rahman,0,0,0,,[],1,bowled,C Green,78,5,174,0,50,CSK,0,18,1,22,1,18,22,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,12,5,KD Karthik,Anuj Rawat,Mustafizur Rahman,0,0,0,,[],0,,,78,5,174,0,49,CSK,0,0,1,1,1,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,12,6,KD Karthik,Anuj Rawat,Mustafizur Rahman,1,0,1,,[],0,,,79,5,174,0,48,CSK,0,1,1,2,1,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,13,1,KD Karthik,Anuj Rawat,TU Deshpande,0,0,0,,[],0,,,79,5,174,0,47,CSK,0,1,1,3,1,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,13,2,KD Karthik,Anuj Rawat,TU Deshpande,1,0,1,,[],0,,,80,5,174,0,46,CSK,0,2,1,4,1,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,13,3,Anuj Rawat,KD Karthik,TU Deshpande,1,0,1,,[],0,,,81,5,174,0,45,CSK,0,2,2,2,4,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,13,4,KD Karthik,Anuj Rawat,TU Deshpande,0,0,0,,[],0,,,81,5,174,0,44,CSK,0,2,2,5,2,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,13,5,KD Karthik,Anuj Rawat,TU Deshpande,1,0,1,,[],0,,,82,5,174,0,43,CSK,0,3,2,6,2,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,13,6,Anuj Rawat,KD Karthik,TU Deshpande,1,0,1,,[],0,,,83,5,174,0,42,CSK,0,3,3,3,6,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,14,1,Anuj Rawat,KD Karthik,RA Jadeja,1,0,1,,[],0,,,84,5,174,0,41,CSK,0,4,3,4,6,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,14,2,KD Karthik,Anuj Rawat,RA Jadeja,1,0,1,,[],0,,,85,5,174,0,40,CSK,0,4,4,7,4,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,14,3,Anuj Rawat,KD Karthik,RA Jadeja,2,0,2,,[],0,,,87,5,174,0,39,CSK,0,6,4,5,7,,,2,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,14,4,Anuj Rawat,KD Karthik,RA Jadeja,1,0,1,,[],0,,,88,5,174,0,38,CSK,0,7,4,6,7,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,14,5,KD Karthik,Anuj Rawat,RA Jadeja,0,1,1,,['legbyes'],0,,,89,5,174,0,37,CSK,0,4,7,8,6,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,14,6,Anuj Rawat,KD Karthik,RA Jadeja,1,0,1,,[],0,,,90,5,174,0,36,CSK,0,8,4,7,8,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,15,1,Anuj Rawat,KD Karthik,DL Chahar,4,0,4,,[],0,,,94,5,174,0,35,CSK,0,12,4,8,8,,,4,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,15,2,Anuj Rawat,KD Karthik,DL Chahar,1,0,1,,[],0,,,95,5,174,0,34,CSK,0,13,4,9,8,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,15,3,KD Karthik,Anuj Rawat,DL Chahar,1,0,1,,[],0,,,96,5,174,0,33,CSK,0,5,13,9,9,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,15,4,Anuj Rawat,KD Karthik,DL Chahar,1,0,1,,[],0,,,97,5,174,0,32,CSK,0,14,5,10,9,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,15,5,KD Karthik,Anuj Rawat,DL Chahar,1,0,1,,[],0,,,98,5,174,0,31,CSK,0,6,14,10,10,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,15,6,Anuj Rawat,KD Karthik,DL Chahar,4,0,4,,[],0,,,102,5,174,0,30,CSK,0,18,6,11,10,,,4,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,16,1,KD Karthik,Anuj Rawat,M Theekshana,4,0,4,,[],0,,,106,5,174,0,29,CSK,0,10,18,11,11,,,4,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,16,2,KD Karthik,Anuj Rawat,M Theekshana,1,0,1,,[],0,,,107,5,174,0,28,CSK,0,11,18,12,11,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,16,3,Anuj Rawat,KD Karthik,M Theekshana,1,0,1,,[],0,,,108,5,174,0,27,CSK,0,19,11,12,12,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,16,4,KD Karthik,Anuj Rawat,M Theekshana,1,0,1,,[],0,,,109,5,174,0,26,CSK,0,12,19,13,12,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,16,5,Anuj Rawat,KD Karthik,M Theekshana,1,0,1,,[],0,,,110,5,174,0,25,CSK,0,20,12,13,13,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,16,6,KD Karthik,Anuj Rawat,M Theekshana,6,0,6,,[],0,,,116,5,174,0,24,CSK,0,18,20,14,13,,,6,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,17,1,Anuj Rawat,KD Karthik,Mustafizur Rahman,0,0,0,,[],0,,,116,5,174,0,23,CSK,0,20,18,14,14,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,17,2,Anuj Rawat,KD Karthik,Mustafizur Rahman,4,0,4,,[],0,,,120,5,174,0,22,CSK,0,24,18,15,14,,,4,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,17,3,Anuj Rawat,KD Karthik,Mustafizur Rahman,0,0,0,,[],0,,,120,5,174,0,21,CSK,0,24,18,16,14,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,17,4,Anuj Rawat,KD Karthik,Mustafizur Rahman,1,0,1,,[],0,,,121,5,174,0,20,CSK,0,25,18,17,14,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,17,5,KD Karthik,Anuj Rawat,Mustafizur Rahman,0,1,1,,['wides'],0,,,122,5,174,0,19,CSK,0,18,25,14,0,,,1,0,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,17,5,KD Karthik,Anuj Rawat,Mustafizur Rahman,1,0,1,,[],0,,,123,5,174,0,19,CSK,0,19,25,15,17,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,17,6,Anuj Rawat,KD Karthik,Mustafizur Rahman,0,0,0,,[],0,,,123,5,174,0,18,CSK,0,25,19,18,15,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,18,1,KD Karthik,Anuj Rawat,TU Deshpande,0,1,1,,['wides'],0,,,124,5,174,0,17,CSK,0,19,25,15,0,,,1,0,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,18,1,KD Karthik,Anuj Rawat,TU Deshpande,6,0,6,,[],0,,,130,5,174,0,17,CSK,0,25,25,16,18,,,6,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,18,2,KD Karthik,Anuj Rawat,TU Deshpande,0,1,1,,['wides'],0,,,131,5,174,0,16,CSK,0,25,25,16,0,,,1,0,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,18,2,KD Karthik,Anuj Rawat,TU Deshpande,1,0,1,,[],0,,,132,5,174,0,16,CSK,0,26,25,17,18,,,1,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,18,3,Anuj Rawat,KD Karthik,TU Deshpande,6,0,6,,[],0,,,138,5,174,0,15,CSK,0,31,26,19,17,,,6,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,18,4,Anuj Rawat,KD Karthik,TU Deshpande,0,0,0,,[],0,,,138,5,174,0,14,CSK,0,31,26,20,17,,,0,1,1,
202401,3/22/2024,"MA Chidambaram Stadium, Chepauk, Chennai, Chennai",RCB,CSK,1,18,5,Anuj Rawat,KD Karthik,TU Deshpande,6,0,6,,[],0,,,144,5,174,0,13,CSK,0,37,26,21,17,,,6,1,1,
